temperature,pressure_torr,growth_time_min,carrier_flow_sccm,mo_conc_mg,s_conc_mg,substrate,precursor_type,grain_size_nm,raman_peak_pos,coverage_pct,pl_intensity
856.5729810485894,592.0593298439202,9.870313431719216,243.97787807758905,13.757078627347251,494.9958091844324,SiO2/Si,MoF6+S,284.9202561109152,387.9303192091228,67.68776533065122,1.3869565958599233
1147.1901929599417,102.34622317315046,106.67675680718398,383.10195596016376,16.802031607418762,296.4678478618075,hBN,MoO3+S,310.6868666110948,391.6326248344693,,2.2986803750795683
685.0622722496527,407.4581005166096,86.60150278657139,452.630657262386,12.881659798388304,92.91446113995507,hBN,MoF6+S,244.63101460910121,388.3787926390826,70.02905052850109,1.6282240754420834
788.5090358847624,390.85795905769595,24.90970233858787,363.14101389199226,24.51330662700219,507.4167733099667,Mica,MoO3+S,,390.76702640328915,78.54698109436053,0.811012148502709
677.1439352838609,651.7690723187314,15.547915669782778,481.973499539196,34.47965952528183,961.3657302538279,Mica,MoO3+S,,386.30965204756956,,1.5596105093020256
818.0600232599529,351.7812379145127,26.10632132123668,393.1825336617068,12.184390897707607,669.8932407150301,Quartz,Mo(CO)6+H2S,291.78113583162263,389.7977384126496,65.22231157990839,0.8700490389995673
993.4584459597521,292.7295080866586,117.70312564873214,434.73270474834396,17.206051360688466,520.7312287971874,SiO2/Si,MoCl5+S,263.3984223326353,387.2543814400368,93.52709451490855,1.4630726761660082
814.8556586729754,486.10412981307996,57.73447388272633,65.91099487998223,46.588846261868376,155.1574703281353,hBN,Mo(CO)6+H2S,288.832899578918,389.9084495009581,72.64573344423758,
831.7486535717206,202.58547496889292,95.16930905926192,368.882616466956,3.3798952025009457,289.8144760221079,Sapphire,Mo(CO)6+H2S,301.6342332521607,,100.0,1.8657258145988163
842.1618729794143,106.31001548391181,78.18695934239435,225.64346276841061,23.577710656738745,330.03525209581557,SiO2/Si,MoF6+S,279.44282816637167,390.3293144882868,100.0,1.6381579357340543
676.9352364889742,363.23894053064447,70.8275122452433,281.0208631815249,35.86634403824211,776.5633749768726,Mica,MoF6+S,242.17140961343475,387.93090986738736,79.79191726375358,
879.002961284402,316.89423119525316,21.689979286480714,330.5101806463548,8.372246566316228,882.8752574013884,Quartz,Mo(CO)6+H2S,285.5609031165208,388.6426741115279,95.79763303804391,
707.5534977237202,176.82989780789111,113.79281215918093,485.209407185729,3.3213269802686107,906.5597608881166,hBN,MoO3+S,259.0900506289362,389.4201555171267,96.21178625595908,1.161825738474958
659.353139044045,279.3722245064858,39.65440273919256,492.44325990149605,7.772063210288007,985.3401778382164,hBN,MoO3+S,242.17216750084032,389.16413654083306,78.95400153423215,1.8780313838702092
788.7131173478708,278.5216226229654,71.47197981786735,151.23184028907357,46.022336483003464,983.2483489493059,hBN,MoO3+S,291.4988254997987,,70.48524341690285,
742.7305709656097,248.96387939709328,85.4742336277426,369.53921374457894,1.4537293092350474,955.3491761295824,hBN,MoF6+S,279.7162376289523,387.59358874849187,100.0,1.378778663401396
857.4474357831033,288.45475418449337,79.66181285321052,377.4919335882816,10.22777676575624,118.23103347774016,Mica,MoO3+S,303.4928861337648,390.00839129257895,100.0,1.7515055956909062
852.0628680160754,521.1963682119729,113.16835711498462,179.7815020433939,2.532892132180583,180.90385913141492,SiO2/Si,MoCl5+S,290.1913222666142,389.6566757420804,100.0,1.3777620654896858
1002.4347232056788,225.6964330267197,22.07048384080667,70.6961896834683,6.42084391054796,339.2432001522312,Quartz,MoO3+S,,387.2863763009573,66.29874147866104,1.9927405736421966
888.2248487674362,721.1371385109871,63.46056492139834,30.06401054000268,31.38731504478652,575.2533413612384,Mica,MoCl5+S,,387.2017967813017,68.81158188263124,1.7750409019527367
722.7294595350297,696.4328600470614,51.463954935188085,390.8981324892975,12.840306528215203,142.12899427020534,Mica,MoCl5+S,252.8762541451342,387.62167389919654,,0.7332777188601842
778.7642823079286,365.54383446522974,59.52940389050109,249.95287349028388,28.891390471103165,853.5071099120354,Sapphire,MoCl5+S,286.1797711726816,389.2300190849504,81.3688141709319,
713.9912726419007,249.621679683063,18.710015512740632,492.91468305251385,29.91957375554018,635.9183701234437,SiO2/Si,MoF6+S,253.6272347390147,389.30377591013047,74.92459508666497,
884.0108925122408,406.9768967918194,20.420880135368016,237.83699353488998,42.62233132139917,565.2461821870947,Quartz,Mo(CO)6+H2S,315.12051621026086,391.66471924878664,90.81254172614645,2.2490978787704736
691.1519543955045,644.9211154190773,36.978687764844594,489.1793197461817,1.232328252681822,207.0457571989266,hBN,Mo(CO)6+H2S,251.22117769719284,387.15546674536586,40.14311469914271,0.8323530579340054
661.2276548480822,496.00112009162154,40.0410294324956,211.67224107508935,42.81510350777597,290.5927006801875,hBN,MoO3+S,228.900355881284,387.7901589584559,67.12146794046474,1.807722921010047
758.7742650007594,611.3573500569842,54.20886957335525,398.9042537743866,31.336835234921725,202.29642373314516,Mica,Mo(CO)6+H2S,275.14407378126214,,66.2175881915612,1.3962027580894534
898.0938910139593,404.915657582356,75.26356790921226,51.56144343279771,8.974430819142922,859.3364999050586,Quartz,MoCl5+S,318.3155176062557,389.7425560641373,92.98606491512422,1.5426918025315364
1146.0693165637285,481.054106480465,77.98234850310024,282.17623796750433,38.87393201862891,605.0164670581573,Mica,MoF6+S,,388.5260398696165,77.06677415789053,1.5616022714442088
837.1520048642374,219.06945121725263,52.35825310734058,403.00929562300485,42.9190855477387,748.3729561436518,Mica,Mo(CO)6+H2S,289.1409778546497,,97.25776789404414,1.7147489062806869
872.6981227196312,558.5453140395899,52.01005758430017,463.1038169377454,13.458910703953707,331.23121976452444,Mica,MoF6+S,292.0464703493418,389.37324568638724,,1.3044654107950204
873.3616599244658,153.90725031623336,30.027280570150626,413.0657144025415,46.02089036423136,402.6900052338633,Sapphire,MoCl5+S,303.5537272019848,390.4373649557173,,2.121264127451811
779.7145900966123,528.0770980891768,72.65521856703594,28.11565632857537,23.268414084634234,434.6122162052071,SiO2/Si,MoO3+S,278.77877970011974,,64.16180113482564,1.1629774168964946
728.9822629576983,654.1604200208469,41.45970480148236,192.62414724029975,30.56779826233275,772.0142231568332,Mica,Mo(CO)6+H2S,246.05521881287854,389.3288649515628,58.90980955596375,0.6496942432730929
843.003108027747,100.48494606544322,9.146880941896825,33.86225143378712,49.24782714726454,783.7353382908396,Quartz,MoO3+S,,391.25444982033827,90.15208898925854,1.9716183287355993
815.4153157919402,466.9671648378049,53.116005078038945,63.54832264613342,18.715267853320768,246.47285113833013,SiO2/Si,MoO3+S,272.86769615204196,388.0870319523283,,1.1230066078207113
743.4144322184275,72.3632590799273,59.525257635369584,340.8997580470672,40.84480794518553,944.4619139011941,Quartz,MoCl5+S,269.5363786395412,390.98825832906425,91.1990904428092,1.6888173449366717
673.6166670153788,551.5713059234573,30.943179843484263,359.4965161927321,16.601556773594524,164.62257057150208,Quartz,MoO3+S,242.15005153188457,386.8691649889752,50.41862888489654,1.0229311615262935
1109.8474028372566,64.30639698399301,70.8326623090433,389.1231345482969,40.16146258983306,901.3159783024488,Sapphire,MoCl5+S,,390.7925605971348,100.0,1.8477235870827757
715.6151289807161,711.3206712702057,70.06376854967091,434.0737085472748,30.435962024269482,145.37586336731883,hBN,MoO3+S,236.68496871360705,387.1618208053706,70.19129519453281,
1157.3532876334448,104.51628603572586,85.73025082769271,372.3214195534898,11.60142906604467,301.3128205937455,SiO2/Si,Mo(CO)6+H2S,327.89080623422024,390.02756917792414,100.0,2.180813759382035
983.3926437514211,728.7530988663102,79.51407545313916,402.4270801322497,21.287278595672582,854.1546092645591,hBN,Mo(CO)6+H2S,249.9961552879729,386.81128814709984,57.40438467026915,1.2653434913351318
680.6894831028715,608.691885407065,80.02980149991863,33.992217813406825,16.56414608381452,220.51746872878306,hBN,Mo(CO)6+H2S,,388.67639021172516,61.74874298020152,
557.7781680312265,451.2389551939825,41.36462745976496,124.9222237162363,4.82731126093783,442.88953474447135,Sapphire,MoO3+S,299.49215043937033,389.7877645665397,68.95137781069295,1.5681284407773937
688.3210791561235,594.8160571079927,95.55470552838469,314.72990895387045,2.4619037348851767,477.3663349469199,SiO2/Si,MoF6+S,249.04727078662947,386.5329184022378,71.31003977270198,
694.8170770394348,604.307766143247,68.15160411396313,430.48139926616335,17.977454114951865,282.9960243720492,Quartz,MoCl5+S,244.82211674534528,386.4195266592499,48.81811455801003,0.9779677140617208
799.8456978802109,718.9859650348893,54.613092445687364,12.20506122043297,1.9326732430568425,724.7329412691872,Mica,MoO3+S,290.11449187794005,386.9931871802825,70.97226175209775,1.6531242837809281
868.6405102093661,192.64601058239833,76.99143530822157,262.1683776370114,9.108900121506977,858.7679169320936,Quartz,MoCl5+S,302.1745214089146,390.4692123711339,100.0,1.6838260340660245
399.10866642864335,448.49867288277915,46.47559346177924,341.87082568855465,36.53398272169257,880.8463828627932,hBN,MoO3+S,262.0849721927299,,85.87666608767259,1.363808819214955
727.5809182250237,72.32788522918848,63.9650131297772,24.507571673020472,35.69647054849581,372.3560384497329,hBN,MoF6+S,,390.83048119717887,83.13361575720394,
844.3512095602944,468.3243154483298,89.72115417545534,206.66422320116007,37.19043893641175,554.3078745734238,hBN,MoO3+S,,387.3686814151523,88.14183929037894,1.769674301486834
892.9566065152419,130.2642619801102,106.93633197322639,448.86109187801145,16.54050538536896,285.9860836723689,SiO2/Si,MoF6+S,,392.140244805664,100.0,1.963501929493746
775.1852965505856,429.4059696579086,110.92157768894704,339.09027633937075,44.61095339876708,282.5566764726382,Sapphire,MoO3+S,278.5177067754927,388.22513659207374,97.76366383228385,
685.9743756378127,435.0899476143224,62.91778639605641,126.45259804669269,30.09769685339393,203.1913597093279,Mica,Mo(CO)6+H2S,,388.0612418040019,63.856801049637234,1.3660197761279074
926.6340719270504,354.20211775043464,64.83163819516545,427.8627535196372,7.1752907455847,943.0180602671389,Mica,MoO3+S,238.1876174248979,386.6368422203175,72.39636837120398,1.2324496988862759
707.4140074997138,397.24788621242203,96.98509723784119,180.53539747066202,8.042214411321172,893.5893871753009,SiO2/Si,MoO3+S,252.3103875386266,389.41653171078445,80.29202073823922,1.6631082893361393
682.9555544466302,580.6053840660062,41.16182955058314,428.13888886058913,34.961675919555375,788.4907776613077,Mica,MoF6+S,232.12838902198968,388.1721635843081,59.7532990906326,1.356822237278482
819.4146684032144,607.4460600775194,101.29897166968289,156.4823890482637,9.474252885661825,541.7784452233425,SiO2/Si,MoF6+S,281.3825527838909,389.1165069093946,76.23951468250341,1.5047990931529593
680.4581261571328,374.08722851576863,61.826289349503696,299.256922932743,25.857342377520123,516.0775197362783,hBN,MoO3+S,230.7277506796092,386.4193903431989,70.99214583821973,1.3576915237599096
776.5824829051583,455.73105621303307,18.323523298555862,204.5006331964387,49.59694932050682,553.2583828733731,hBN,MoF6+S,,389.3162906190525,55.75198113736164,1.8363971187532828
823.5656089107216,707.7464155009084,13.286801913388524,144.66427486998285,1.1963726319336354,559.7396128982348,Quartz,MoO3+S,285.1826148242896,388.1017790992384,60.7075881136491,1.3686345291762807
795.2791523052256,91.08555390200321,101.82921926953826,444.41320546421593,1.8124102929802892,462.8349304628058,hBN,Mo(CO)6+H2S,299.95216659094154,388.89209250640965,100.0,1.9074635643606668
699.9439129150144,89.08699972749396,11.390310444290959,101.92090415035075,49.66114451459482,175.1670912474641,Sapphire,MoF6+S,286.29354249224946,389.5297067467418,75.99874809283386,1.8422078350689726
1124.1811315455657,66.7500781509929,37.27031515537043,51.55767970552392,29.64730287257411,169.38066022510918,Quartz,MoO3+S,298.10848704994083,391.54109541373396,86.29926515340271,2.6442881898313937
1102.0017824039505,500.0103103022971,43.424954657677766,177.54419988737357,7.218588800407144,954.6372300533991,Mica,Mo(CO)6+H2S,303.00833008159356,,84.47790855962745,1.255586392099242
834.7460009788854,318.2004477706094,24.894361197033287,361.6431823443681,44.96780778795059,507.929221607033,Sapphire,MoO3+S,296.49731614226994,,85.45965025270715,2.0822486221037675
955.9144378893283,588.5068441261867,41.09773752722876,405.641486928378,44.138634706256916,955.5452486599295,Quartz,MoCl5+S,241.54671801681098,387.17634157510975,51.26252830646144,0.7090706832810384
680.9384509125862,510.1687509731995,90.40964517338485,499.38425133271477,27.273820242457386,205.39803382460448,Sapphire,MoCl5+S,248.40410477157337,388.73215214651293,68.4225330025711,1.4168900983205601
881.8906377516269,253.63133255362817,6.688527009408139,155.21740793547082,31.46780946317707,576.6957244379369,SiO2/Si,MoO3+S,310.1137295112151,391.7767836246588,74.8398473271082,2.482674791232245
749.3945484562352,682.7687393400311,100.12494381987894,209.89155605432828,14.38617238354294,247.33139068396227,Mica,MoF6+S,262.2669470061921,384.2130468340794,62.62272562037451,1.4626209149126312
725.237172945235,579.5481785589888,103.5030227110742,77.04242623451688,3.475465122228252,290.5253758202715,hBN,MoCl5+S,251.89685668412397,387.0371922818197,69.9444221379318,1.4221136908934193
772.1460113378834,205.6795015976425,47.81008091702804,291.68724551528646,30.133812835652353,78.55184982311985,SiO2/Si,MoO3+S,263.54911677142366,389.5284115778467,96.32000873555302,1.6704776804372015
815.7160531908955,276.84951430498387,22.665483391973,498.81421825882944,15.443004466935387,163.00564520320074,Mica,Mo(CO)6+H2S,273.74157364594816,,77.14619915513515,1.8638967522233736
888.9058142617425,239.04294095721937,74.0966469136843,353.4316949591227,33.517431286357244,921.0059872477359,SiO2/Si,MoCl5+S,,390.78802649606365,100.0,1.963149842945259
721.6115567205137,119.86909179013723,18.762343924462847,301.65429180255217,41.97601366528746,355.4563419082151,hBN,Mo(CO)6+H2S,261.3190842794943,390.86552788066496,75.61364024454444,1.5875610392714834
881.2021073280068,112.40058479481142,46.96572652399904,202.26085553167906,1.889866651803839,627.722751318862,Mica,MoO3+S,306.1517315059441,390.1634502897154,100.0,2.0630409452187415
656.214872846564,711.4632594192279,115.21935580361182,458.4963925399218,30.189974959600644,491.76342538980936,Sapphire,MoF6+S,,386.34123337005934,61.96103145726696,
788.7995105817062,332.8632778673326,119.47841434711827,253.4891321038712,12.33274644465576,430.42868298301437,Sapphire,Mo(CO)6+H2S,287.93191014632146,388.307855239184,100.0,1.5145706227368878
808.4937779202712,291.38473332855375,93.79206250577734,75.83978752340013,43.82053639728627,555.2917867787647,Mica,Mo(CO)6+H2S,288.52407813977425,388.9561020888803,90.76006292100645,1.5837182763065836
976.4743509376883,554.5881700239395,40.76057364088811,189.0354469675754,13.429560821529595,227.87699738457445,hBN,MoCl5+S,235.28999251441803,388.4691962934272,45.489915320729956,0.8902875005737849
685.0848992659782,420.31943028567866,84.08148065410063,42.91166773540578,30.927736528535497,989.1737035935977,Quartz,MoO3+S,259.3820107305694,387.2066940211196,63.25322229222496,1.5670678760729464
754.778579829076,711.4727759985475,86.12173203066146,108.96972846750296,28.123501164390962,827.3924752686698,Mica,MoF6+S,277.9959734585682,387.4526344073086,,1.4616813622497227
1164.7079780357953,593.0511052217471,49.60179494381972,18.657702689956977,20.412158502903196,754.5339010949396,SiO2/Si,MoCl5+S,310.55193785953225,387.07910613818825,69.43112176583172,1.7595629841207994
799.0106383085932,364.37293177823824,78.70219297740833,232.10715908508007,34.20341741638991,495.32133216325485,Quartz,MoF6+S,292.1523679704541,391.0305592855897,90.7045519628655,
1156.405805400053,286.09556389807983,6.233679172202768,320.9247298263806,36.56271210105626,195.2332660200192,hBN,MoO3+S,321.67443031019235,391.0047326808166,81.54139286067723,2.0067763380262447
851.0902289032426,749.8413109879923,29.04163073925777,178.2133065656648,28.779951970649954,924.6325653598894,hBN,Mo(CO)6+H2S,301.63123561525805,387.57919589144217,82.42213588898765,1.5699424280282201
766.8454003888229,545.5260033391687,65.38515484123504,215.98706803758577,38.16268962205295,374.31771401264126,SiO2/Si,Mo(CO)6+H2S,275.2840918209897,388.5163704971922,58.583554079073814,
846.1908623130469,722.9128221369189,23.831399989704025,480.0125436938422,49.187436723653946,97.60135521208709,Sapphire,MoO3+S,295.3824727219245,386.4375250834981,64.86879055207797,1.442006896663712
927.6091959942469,90.13187082722972,24.07928980580137,378.4619295717086,21.54434700713945,375.28349297009726,hBN,MoO3+S,249.73172711519447,390.276463347559,,1.5595399727223702
677.2859991914337,646.4205428170757,101.17499341327736,275.0197521030261,26.214569542391015,804.7341789710902,Quartz,Mo(CO)6+H2S,229.28401215561814,,61.69536073788363,
857.3571537206841,484.2124444449186,118.75029530861462,149.42502880479438,1.6110240191194487,641.5733077387978,Mica,MoCl5+S,304.53012879590267,388.9484397999338,96.40650799826976,1.5949165690403972
1122.3542720812904,92.74828336685204,68.93648422327156,449.5284313987677,40.00539925920854,763.2966555076167,Quartz,Mo(CO)6+H2S,289.34817624578454,390.53664568901314,85.46733888544648,1.905896947459598
981.3101854916084,447.1172541766108,101.49301905139704,125.19758727152315,26.491273285253698,803.9536146692585,Quartz,MoCl5+S,245.55971601269977,387.26536418128745,80.65336858491392,1.599406063841638
1055.8423976497634,521.4646278436305,118.88699139752134,169.41793795317176,20.990110087667695,251.35688052651545,Sapphire,Mo(CO)6+H2S,287.4140774161373,388.91427144890787,,
801.5039551750027,9.448811006749295,21.283527185409092,455.4417590672448,5.609526191380395,927.5941502885212,Quartz,Mo(CO)6+H2S,298.6644119593078,391.2237023468205,,1.672121635060158
866.9347384440027,345.33621920354324,56.548245524250376,269.47560708968547,44.593164662094466,466.090122774354,Sapphire,MoCl5+S,,390.59441442982535,92.81477484351726,2.2253367340535837
800.7767893346814,627.3210885580844,50.145862321820786,373.7357952148086,20.355354761987265,657.0629668009564,Sapphire,MoF6+S,274.9698711923698,387.8623677610708,,1.4459741175060286
753.1428923184201,224.54332335897388,14.205667619311278,299.4649491402454,34.4464983122518,52.1933339574049,hBN,MoO3+S,259.92951281557885,389.9219121174665,75.6166285875396,1.4484631327131499
743.5460108517957,348.550687358719,91.8629698713956,330.1852124146526,8.319333662039387,993.7000734906192,hBN,MoF6+S,263.6884175376609,388.2738579277993,80.65197918327088,1.9951765686510345
756.4705215933775,336.21450515889205,54.884588142098195,156.69781284226454,48.115931847510595,316.85156666594736,SiO2/Si,MoCl5+S,271.2371793472411,,61.60735330003876,1.8644292095067092
812.9827563949935,229.53462475714934,58.97259743189615,128.27231019706483,9.743646329269716,108.95995121314746,Quartz,MoCl5+S,290.09402158675516,388.4142240237337,96.74398964318092,1.5170682904484638
866.8726579380813,698.0239964022696,22.32739198852262,168.021250112646,10.777557652075028,485.34893945968827,SiO2/Si,MoO3+S,307.438122240946,389.43954392093246,65.346197093568,2.06887617155121
763.474220519075,593.805337524409,25.806565006549835,86.16636640087701,43.09016016732797,172.57855432293965,Quartz,MoCl5+S,263.5534551551998,389.0336229682897,,
711.9598907378395,84.13613351594437,109.31691654796472,438.41403899249565,45.716554462954626,194.71037464969692,SiO2/Si,MoO3+S,265.42558926906224,388.8467594338331,99.86533938980122,1.836724813272221
982.3155907493953,757.7466364907717,10.134645232042072,148.7909972925559,11.39522296864177,650.6686723786996,hBN,Mo(CO)6+H2S,237.70847300065708,388.53219633559604,40.386713442359905,1.6376501866945525
836.5035700608616,668.2040984714556,31.778012768526217,285.1298032630485,24.020243520566567,423.2810219917216,hBN,MoCl5+S,292.0901618292676,389.01950549119664,,1.5525923767991598
854.1421908559776,215.8420219328832,38.58682298617076,398.0674683192733,36.941250323578664,925.7598276472453,hBN,Mo(CO)6+H2S,301.95690231999197,391.43335080571825,97.18981183505743,1.9840174372478625
676.3195199635312,636.057710884347,61.372717376182436,394.07381359409965,44.03992095672928,353.19866987766653,hBN,MoCl5+S,,386.6109288322395,47.396550636781505,1.0184912942361186
366.63971423879457,80.96820226906384,72.44119489670153,224.8092667062545,19.573582056827956,739.871121964706,Mica,MoCl5+S,246.01425660450857,389.04432997282396,95.48232257835664,
798.608415939113,759.319684687374,61.728347222826656,243.36608120749557,26.333954855622032,488.04445864716223,hBN,Mo(CO)6+H2S,272.5543736228342,386.9800769089146,53.0590374991607,
686.5433110481746,505.95383096735736,14.673263474041432,497.4038569781622,37.34410411546701,676.9537360728149,Sapphire,MoF6+S,243.14236540173428,387.72619455196445,50.98968098441577,1.3715368330959052
856.1660476140853,494.1299993231298,33.02175721640705,340.5527637197218,36.82566285598698,619.7105888801909,hBN,MoCl5+S,314.6806267204398,390.49219675455913,92.89802579106608,1.48120618974476
727.5836684810185,68.82590843524247,102.01266424769223,409.17283712776253,39.36504637127816,499.1447741210483,Mica,MoO3+S,,390.1130213604954,100.0,1.9253203847766167
685.9679832427856,681.7556798215455,78.32270055502279,452.25144491742367,28.926757113434793,952.5580398932152,Mica,MoF6+S,,385.5394578101828,60.95438638416937,1.1692406509353843
880.2426181218625,22.136722485076316,79.65214076544156,395.9190197523762,6.126139743433985,375.5779606172081,Mica,MoF6+S,292.6555414107558,,100.0,1.8383062181383885
691.3829306838195,183.10524130546762,82.07337436540581,100.73787902724811,45.29469125302396,218.37372618680894,Mica,Mo(CO)6+H2S,244.8107008592417,389.91945384670566,82.1635274225906,1.2581169146649156
721.1800205844838,108.78232293912593,92.73384718954584,285.46365953141037,43.41305442673038,694.1893578358369,SiO2/Si,MoO3+S,,390.322548119597,95.81185786608683,2.0031237318727726
688.4033487980147,590.3659581320169,11.682475397966444,59.92813708412699,40.10677435509832,853.7071832425133,SiO2/Si,MoO3+S,237.85515871499763,,51.9587179115107,0.5058742449485059
678.8725159163388,150.71539225908109,47.15996426725042,329.9318420163592,5.893261380875745,88.24105294292758,Sapphire,Mo(CO)6+H2S,264.46452286349796,388.7642200677102,79.05650739512221,1.7686527976619744
655.28700408411,692.0939887967597,67.04565505509305,478.1212198120274,11.01547098699003,477.1510540015465,SiO2/Si,Mo(CO)6+H2S,231.0948436953356,385.1634109297267,54.086471866918146,0.975055102045313
663.848852291065,498.7988429849598,43.92249557919249,261.2387115070545,37.436417890274946,897.86330520296,Mica,MoO3+S,252.06312132080282,386.27630087734514,,
693.6603677339632,27.580043704919653,102.11507042802646,222.15652150520592,2.1338646345153753,762.1376879767241,hBN,MoCl5+S,,,86.87421878863552,
663.3454831567939,4.22613095439948,60.495838487538805,27.562948194899956,48.9820070516567,992.2173306727468,hBN,MoCl5+S,249.29140069216595,389.84927278834186,84.09032352818052,2.020310099634757
797.7859540277428,39.354851139241745,93.3921727878286,480.289515941318,19.480089337428357,554.8431210173816,Mica,MoF6+S,287.66072470841294,390.6976365013547,,1.9371429045449065
820.1786316998766,460.54254249450827,102.98178444133444,60.47131522377781,36.24631415085036,676.9959328610937,Quartz,MoO3+S,286.8807011762874,388.4590858999965,78.6404185531202,1.7139391669510882
748.4076142080071,609.1460280720697,63.051020533902275,30.128755719375,44.49098333591412,337.3562670810317,Mica,MoO3+S,279.5273137314593,384.4827271773746,65.47722003166345,
1002.6477742380123,181.3762883947525,109.59850804520524,130.57263963741985,20.33686451935403,950.1588196826928,SiO2/Si,MoO3+S,242.02569923599643,388.1407788307122,89.24263318293791,1.638852545183898
1049.2815592555576,645.5657797372431,72.51925316175277,42.109912620007385,16.637491941383637,398.01871412870946,hBN,MoF6+S,249.9126947375356,388.6543273452725,70.72952100622905,1.7056638041233931
1168.751235558652,43.59055132246257,102.781544365878,233.00774278176354,30.828315316014088,751.5851770522971,Mica,MoCl5+S,304.3218513305852,390.8049335989111,100.0,1.895802556662897
862.7829067055516,608.7524323823097,44.16794149302529,262.88302261598506,29.468479313654484,432.9831939131278,hBN,MoCl5+S,296.805102183395,388.9446585828008,86.49340666984209,
934.018765503198,705.1317473879159,62.3639502311208,163.15927502400612,21.04785890361506,583.7279835598493,Mica,MoO3+S,241.05903895084123,384.69234348811716,,1.3933977004548361
695.374602399131,586.8251724794188,66.11226971552644,34.97063646169417,30.486963037517715,733.793408270469,Mica,MoO3+S,251.6067492504257,388.45832564395346,52.92423023282976,1.501935279855944
982.336217776099,530.6019837453664,17.072667328048116,64.68418044212109,46.83368710875824,533.4874441637866,SiO2/Si,Mo(CO)6+H2S,248.30136652911665,387.2948245989795,63.172880148860806,1.9627039148274548
712.346893958053,636.8811681562256,50.833538270677174,198.40714521506476,23.914372574703226,911.7320105640331,Mica,MoO3+S,261.156881756709,387.2291034952829,53.36012379203295,1.058780824566682
792.8081629356932,30.610972525815775,110.49383234344275,39.6589409050027,10.640366856780934,448.33593853141974,hBN,MoO3+S,297.53218346171894,393.1008065586096,,
754.065606425798,153.43422593541018,77.54570764194537,352.1129655488576,19.483093161267192,664.718208236159,Sapphire,MoF6+S,274.99157572174687,391.28992503517037,95.75454303505535,1.55639645436765
935.4635299818984,95.02950390435817,25.413256980251262,111.44006534715787,20.31124214706281,375.2443116350514,hBN,MoCl5+S,256.4200446413508,388.84142215901016,72.62854984118111,1.92773032602397
743.4035346148929,383.4930994476505,43.96839809510457,158.01506870398288,7.424325958284773,437.7488348194624,SiO2/Si,Mo(CO)6+H2S,268.07765102983615,387.9233496640403,81.10222463871132,1.752690850062949
780.9382371794093,566.368458717089,27.034346111210482,203.12163081726777,8.98070352717319,468.04760282187476,Sapphire,Mo(CO)6+H2S,267.33927171165215,387.6519950666891,58.98618951222142,1.5261850135359545
375.41797572592895,478.8460006936054,7.854660156835842,214.13872020388246,34.54354159629018,169.51666739667098,Mica,MoO3+S,,,50.21885714854889,1.0351028360261139
858.3646384471399,646.8745227090944,111.65795272796306,10.813746760652261,17.634409956236233,137.13749510605635,Quartz,MoF6+S,295.67803230574685,388.2440496366751,80.573361106467,1.7999149421839038
662.9904666162761,118.04635295598496,56.54384274954022,64.91448178936179,47.790021200934575,684.11542698942,Sapphire,MoO3+S,246.549611393308,388.6444287563794,77.1803875768961,1.3405231469814052
881.2104672545155,558.3385677615292,40.36653332839041,432.7546362330302,12.936240522571763,672.7418514258997,Sapphire,MoF6+S,317.9259045430198,390.48759308444653,87.07095744743567,2.0517672414605714
674.7782853949689,146.7922289112802,73.82487702913971,10.604200630834985,5.847300750136293,679.7642284995904,Mica,MoO3+S,224.98891975486418,388.89961181761544,,2.559995868820617
860.8937378994382,205.8495751263964,5.841162473696798,259.0020043483088,37.921723587012636,68.77812307555709,Quartz,Mo(CO)6+H2S,289.9742881657078,392.8792785963997,100.0,2.1258732446439454
875.6632859819042,539.5565794640628,36.972542259093586,249.85598318853198,44.17076654397563,360.2195005381909,Quartz,Mo(CO)6+H2S,290.0371499415463,389.1495925262509,96.12416170800003,1.8867024331970688
894.8926701466482,744.9576160445083,85.84884855537264,173.21613889521254,14.627554486702905,237.91935489623708,SiO2/Si,MoF6+S,299.93604224741625,390.0094570154686,,1.3969697935801209
850.5064700683984,464.81198618197516,77.88352390296524,221.35023987176032,10.90231698062842,789.2438514168117,Sapphire,MoO3+S,293.3096195992197,389.53832419248477,87.95010549695245,1.1931369576287767
844.8693851928322,41.514789361885526,117.90768396739158,392.4847573880263,10.102540608683272,867.5988813263236,Quartz,MoO3+S,,392.2040804783684,100.0,1.967408172114712
810.6208189988869,468.4331862479322,76.34113661067506,422.18981604532866,26.578602766959104,284.34635836483994,SiO2/Si,MoCl5+S,273.9660016515992,388.0394312072315,76.68780248764097,1.324939879420217
